,BusinessYear,StateCode,Age,IndividualRate
342743,2014,FL,61,533.17
1019248,2014,IN,36,25.47
396167,2014,FL,28,211.0
364970,2014,FL,42,400.75
731427,2014,FL,64,394.87
930466,2014,GA,51,44.51
13288,2014,AL,62,999999.0
113483,2014,AZ,41,262.79
435469,2014,FL,64,902.31
728376,2014,FL,49,547.92
40816,2014,AL,56,442.04
889834,2014,GA,58,1058.0
962466,2014,IN,41,427.86
200999,2014,AZ,61,433.95
855064,2014,GA,40,555.79
28894,2014,AL,32,17.0
162401,2014,AZ,37,999999.0
984756,2014,IN,61,860.83
941622,2014,GA,58,479.0
164572,2014,AZ,52,436.0
565588,2014,FL,45,18.63
219391,2014,AZ,52,976.88
600152,2014,FL,27,32.85
918786,2014,GA,45,31.81
428976,2014,FL,28,33.47
121742,2014,AZ,36,280.54
159719,2014,AZ,39,231.0
469039,2014,FL,44,280.78
973325,2014,IN,52,394.54
500547,2014,FL,42,22.79
365930,2014,FL,62,910.1
70735,2014,AL,24,318.68
370933,2014,FL,34,331.85
480996,2014,FL,41,372.5
380754,2014,FL,22,266.73
351703,2014,FL,40,246.88
656082,2014,FL,0-20,24.5
750590,2014,FL,53,30.24
844969,2014,GA,56,635.81
673847,2014,FL,30,10.21
892885,2014,GA,39,1039.0
549574,2014,FL,62,28.59
364525,2014,FL,50,508.0
298208,2014,FL,57,822.42
699643,2014,FL,0-20,165.76
962005,2014,IN,50,524.87
401197,2014,FL,37,293.39
672395,2014,FL,50,9.98
221329,2014,AZ,55,905.66
207075,2014,AZ,62,862.83
957384,2014,IN,37,357.37
721922,2014,FL,59,917.57
534992,2014,FL,44,34.26
744655,2014,FL,44,478.81
385265,2014,FL,24,196.6
633879,2014,FL,51,16.74
396208,2014,FL,23,198.0
110308,2014,AZ,50,425.95
567885,2014,FL,44,15.09
599396,2014,FL,53,32.85
1035200,2014,IN,28,407.73
675484,2014,FL,57,12.1
468984,2014,FL,35,230.72
52468,2014,AL,58,1183.88
624298,2014,FL,44,20.18
757334,2014,FL,35,339.67
670759,2014,FL,45,28.75
295469,2014,FL,22,299.71
576071,2014,FL,26,31.13
666595,2014,FL,33,10.13
645341,2014,FL,32,18.57
698880,2014,FL,51,305.02
265931,2014,FL,29,354.42
42072,2014,AL,32,220.21
782256,2014,FL,25,10.99
709689,2014,FL,51,551.18
120117,2014,AZ,33,244.11
425506,2014,FL,54,0.0
960865,2014,IN,24,315.22
966184,2014,IN,28,20.19
104294,2014,AZ,43,336.24
984922,2014,IN,43,340.32
947146,2014,GA,33,296.87
392281,2014,FL,36,299.9
969507,2014,IN,32,471.0
420448,2014,FL,0-20,20.92
207440,2014,AZ,61,776.36
588034,2014,FL,26,15.51
752476,2014,FL,53,30.24
36601,2014,AL,41,343.78
676858,2014,FL,51,28.58
673674,2014,FL,41,15.13
607363,2014,FL,62,27.6
536953,2014,FL,22,25.28
541545,2014,FL,0-20,27.84
32865,2014,AL,30,325.68
739642,2014,FL,60,15.77
915132,2014,GA,39,15.45
352816,2014,FL,37,429.12
572906,2014,FL,37,16.62
1038285,2014,IN,63,748.45
665993,2014,FL,54,20.14
342876,2014,FL,35,284.87
94345,2014,AZ,59,62.04
724781,2014,FL,42,424.02
329120,2014,FL,57,725.03
789158,2014,FL,27,48.94
739353,2014,FL,58,15.35
232330,2014,AZ,52,9.23
200591,2014,AZ,51,328.91
742080,2014,FL,57,21.99
476211,2014,FL,40,312.85
938457,2014,GA,23,185.0
47272,2014,AL,47,530.29
275815,2014,FL,51,522.3
498152,2014,FL,39,248.81
213988,2014,AZ,42,366.08
225210,2014,AZ,41,22.69
200154,2014,AZ,34,235.36
316069,2014,FL,64,756.23
346208,2014,FL,45,310.05
47286,2014,AL,50,556.43
702111,2014,FL,53,407.93
486857,2014,FL,60,590.26
640864,2014,FL,47,20.18
308393,2014,FL,44,342.45
227493,2014,AZ,32,18.54
672143,2014,FL,47,21.82
47147,2014,AL,61,629.52
653190,2014,FL,46,10.93
759614,2014,FL,61,650.36
675089,2014,FL,30,12.86
1038869,2014,IN,36,426.26
839989,2014,GA,44,32.76
268038,2014,FL,55,635.1
100659,2014,AZ,52,479.88
88986,2014,AZ,65 and over,1065.0
597172,2014,FL,37,21.41
459320,2014,FL,31,275.78
453557,2014,FL,64,873.27
926219,2014,GA,36,44.87
249134,2014,FL,61,752.82
246431,2014,FL,22,15.2
25713,2014,AL,51,15.9
681217,2014,FL,40,19.05
56911,2014,AL,64,1195.05
722260,2014,FL,35,216.13
796826,2014,FL,59,29.92
161950,2014,AZ,62,999999.0
983218,2014,IN,41,358.08
748411,2014,FL,36,34.42
140660,2014,AZ,24,0.0
418542,2014,FL,57,33.47
664673,2014,FL,38,21.39
176521,2014,AZ,33,218.19
764296,2014,FL,51,16.99
452991,2014,FL,50,462.21
312754,2014,FL,62,632.32
984267,2014,IN,32,358.8
73090,2014,AL,61,731.08
6836,2014,AK,49,1037.61
665374,2014,FL,0-20,24.5
519352,2014,FL,26,31.0
136306,2014,AZ,25,220.25
58554,2014,AL,61,710.96
767777,2014,FL,36,15.99
599932,2014,FL,37,32.85
68784,2014,AL,43,347.77
365881,2014,FL,38,289.93
222670,2014,AZ,36,252.87
300342,2014,FL,0-20,191.17
794444,2014,FL,23,24.06
606813,2014,FL,64,27.6
346472,2014,FL,39,290.22
14664,2014,AL,31,155.03
990203,2014,IN,34,31.02
518714,2014,FL,29,322.17
189752,2014,AZ,55,477.91
804089,2014,FL,54,49.34
94823,2014,AZ,31,52.27
15556,2014,AL,60,19.0
363256,2014,FL,59,697.21
838804,2014,GA,55,25.69
416971,2014,FL,45,0.0
324518,2014,FL,56,552.67
739109,2014,FL,30,15.35
865381,2014,GA,44,23.54
766885,2014,FL,64,15.99
778857,2014,FL,30,21.99
294201,2014,FL,32,346.82
286824,2014,FL,23,265.33
557448,2014,FL,27,19.45
107936,2014,AZ,35,290.31
441185,2014,FL,55,641.02
431922,2014,FL,38,320.55
169697,2014,AZ,25,274.92
118808,2014,AZ,48,427.03
1043347,2014,IN,48,665.66
704203,2014,FL,58,766.25
295486,2014,FL,30,361.39
703557,2014,FL,0-20,193.86
619135,2014,FL,39,16.74
419741,2014,FL,23,24.61
431761,2014,FL,0-20,182.77
172132,2014,AZ,22,0.0
817125,2014,FL,42,54.95
749680,2014,FL,63,45.83
361967,2014,FL,59,653.03
875071,2014,GA,47,39.15
906498,2014,GA,60,29.08
750318,2014,FL,57,42.66
308079,2014,FL,25,206.3
977589,2014,IN,45,20.92
213086,2014,AZ,47,381.61
969064,2014,IN,45,517.26
100257,2014,AZ,63,788.7
494892,2014,FL,45,300.57
197755,2014,AZ,32,229.54
561707,2014,FL,51,20.34
1042661,2014,IN,63,1014.69
782071,2014,FL,24,15.99
565322,2014,FL,38,14.83
840980,2014,GA,23,15.9
534001,2014,FL,30,20.73
931905,2014,GA,47,487.0
201896,2014,AZ,55,500.86
744557,2014,FL,25,337.36
1040719,2014,IN,22,404.42
983412,2014,IN,51,422.35
162656,2014,AZ,55,999999.0
580831,2014,FL,58,27.08
604416,2014,FL,59,27.18
595050,2014,FL,31,23.48
141390,2014,AZ,64,0.0
924255,2014,GA,50,539.1
41847,2014,AL,33,256.15
1020686,2014,IN,58,958.58
65696,2014,AL,53,812.63
486948,2014,FL,59,553.48
306986,2014,FL,30,206.26
146024,2014,AZ,26,211.68
85929,2014,AL,36,19.42
503545,2014,FL,50,19.97
68445,2014,AL,50,460.94
309812,2014,FL,63,576.85
676985,2014,FL,40,15.13
496779,2014,FL,46,285.49
123788,2014,AZ,32,278.13
943812,2014,GA,36,269.0
278854,2014,FL,33,368.8
18206,2014,AL,42,8.34
41380,2014,AL,31,201.23
813222,2014,FL,49,26.95
797043,2014,FL,46,24.06
824307,2014,FL,48,54.51
750701,2014,FL,26,24.44
539889,2014,FL,57,38.93
29290,2014,AL,42,454.44
273904,2014,FL,44,426.52
400534,2014,FL,25,237.0
1037964,2014,IN,27,405.86
1023916,2014,IN,35,29.28
343750,2014,FL,58,440.95
942147,2014,GA,25,184.0
773686,2014,FL,57,17.99
7370,2014,AK,64,1570.41
56385,2014,AL,25,230.02
777173,2014,FL,48,21.99
460720,2014,FL,51,362.79
32060,2014,AL,24,299.39
341276,2014,FL,63,675.97
295254,2014,FL,52,648.92
315307,2014,FL,51,396.32
912485,2014,GA,62,42.4
708044,2014,FL,44,494.74
729536,2014,FL,59,318.21
298456,2014,FL,43,357.48
367711,2014,FL,33,334.5
469366,2014,FL,49,440.85
650649,2014,FL,64,35.45
355376,2014,FL,29,308.83
104580,2014,AZ,54,525.64
468007,2014,FL,24,224.53
31802,2014,AL,33,348.75
857388,2014,GA,55,545.55
707148,2014,FL,49,611.35
850039,2014,GA,47,430.72
269113,2014,FL,25,312.72
999594,2014,IN,36,99.99
127012,2014,AZ,47,323.74
515026,2014,FL,25,295.36
613365,2014,FL,52,15.8
279503,2014,FL,52,526.4
457454,2014,FL,51,512.09
12392,2014,AL,22,999999.0
950718,2014,IN,65 and over,812.22
345250,2014,FL,26,251.31
1022371,2014,IN,50,25.98
255077,2014,FL,49,536.73
79204,2014,AL,32,23.89
265777,2014,FL,59,772.82
978142,2014,IN,45,382.65
548309,2014,FL,39,24.31
777220,2014,FL,49,16.99
709196,2014,FL,44,367.07
661487,2014,FL,55,11.19
11147,2014,AL,33,999999.0
494886,2014,FL,39,262.69
895523,2014,GA,0-20,27.6
787804,2014,FL,53,29.68
132105,2014,AZ,32,216.37
61851,2014,AL,57,654.92
662486,2014,FL,48,17.26
397209,2014,FL,58,516.0
166057,2014,AZ,65 and over,41.0
284133,2014,FL,58,680.47
235187,2014,FL,48,99.0
36267,2014,AL,21,245.25
348281,2014,FL,24,213.75
134799,2014,AZ,62,525.59
1046931,2014,IN,51,458.06
3756,2014,AK,31,560.96
112212,2014,AZ,62,731.15
834883,2014,FL,44,33.15
974074,2014,IN,51,487.77
21824,2014,AL,26,28.39
854874,2014,GA,48,574.72
371247,2014,FL,53,674.8
722708,2014,FL,39,246.76
940433,2014,GA,50,325.0
484184,2014,FL,55,593.24
351011,2014,FL,55,421.54
302089,2014,FL,0-20,154.55
347159,2014,FL,61,681.63
383055,2014,FL,23,279.65
356009,2014,FL,24,257.4
606610,2014,FL,45,27.6
929567,2014,GA,26,27.45
921343,2014,GA,35,999999.0
236505,2014,FL,32,99.0
934323,2014,GA,24,260.0
523088,2014,FL,54,31.0
574710,2014,FL,29,31.13
203312,2014,AZ,41,233.41
832432,2014,FL,31,33.7
522475,2014,FL,24,255.04
758418,2014,FL,61,950.16
443425,2014,FL,28,397.95
39004,2014,AL,62,670.73
905865,2014,GA,26,21.38
690455,2014,FL,32,19.46
612776,2014,FL,33,17.26
1009041,2014,IN,57,749.0
70168,2014,AL,21,380.44
61214,2014,AL,36,449.84
184407,2014,AZ,46,319.32
923010,2014,GA,56,877.6
1009922,2014,IN,34,397.89
257367,2014,FL,27,343.93
291899,2014,FL,31,367.87
778986,2014,FL,21,21.99
107712,2014,AZ,36,302.0
658124,2014,FL,29,30.05
186684,2014,AZ,42,293.81
449246,2014,FL,31,289.08
63165,2014,AL,64,631.29
1042114,2014,IN,47,385.54
217347,2014,AZ,54,516.93
281893,2014,FL,42,278.82
543533,2014,FL,50,27.58
840332,2014,GA,65 and over,52.69
1007705,2014,IN,43,25.2
123943,2014,AZ,63,643.54
532657,2014,FL,37,25.03
178991,2014,AZ,21,212.3
668468,2014,FL,49,21.84
571617,2014,FL,55,24.53
696257,2014,FL,38,18.88
1044170,2014,IN,51,460.08
805030,2014,FL,29,30.11
29999,2014,AL,51,17.0
36472,2014,AL,62,742.79
131638,2014,AZ,54,373.1
111844,2014,AZ,35,257.88
305647,2014,FL,51,302.9
36988,2014,AL,27,285.06
344752,2014,FL,53,422.72
764047,2014,FL,32,21.99
655774,2014,FL,50,9.06
196850,2014,AZ,36,234.02
779367,2014,FL,34,15.99
458918,2014,FL,43,316.05
214433,2014,AZ,61,788.49
224404,2014,AZ,52,39.95
624573,2014,FL,44,16.92
892871,2014,GA,35,1035.0
394686,2014,FL,42,373.84
848258,2014,GA,59,691.88
350811,2014,FL,47,298.52
621247,2014,FL,37,38.94
415706,2014,FL,25,0.0
1020730,2014,IN,61,25.98
78482,2014,AL,58,46.84
509389,2014,FL,52,26.49
300128,2014,FL,51,478.91
725995,2014,FL,60,544.08
441338,2014,FL,26,260.04
9984,2014,AK,44,999999.0
105576,2014,AZ,23,304.12
201274,2014,AZ,38,186.25
934391,2014,GA,38,318.0
610011,2014,FL,42,22.88
362872,2014,FL,51,599.11
387906,2014,FL,56,689.61
191262,2014,AZ,65 and over,818.4
726941,2014,FL,40,452.49
493193,2014,FL,48,335.47
1022625,2014,IN,23,360.38
278865,2014,FL,34,355.52
26605,2014,AL,23,26.63
255620,2014,FL,52,732.93
582335,2014,FL,36,17.0
449566,2014,FL,21,335.49
341533,2014,FL,54,468.25
983974,2014,IN,61,828.21
708946,2014,FL,40,335.8
106509,2014,AZ,26,278.57
86343,2014,AL,59,19.57
857889,2014,GA,50,413.67
1029337,2014,IN,48,28.7
118328,2014,AZ,44,279.25
332564,2014,FL,31,302.86
492736,2014,FL,51,382.22
188078,2014,AZ,44,252.16
995182,2014,IN,45,38.05
317845,2014,FL,32,276.15
943470,2014,GA,60,580.0
1006051,2014,IN,53,874.55
622470,2014,FL,50,20.67
866838,2014,GA,24,18.79
526975,2014,FL,0-20,148.84
926949,2014,GA,30,44.87
67392,2014,AL,63,768.76
733244,2014,FL,57,15.77
786082,2014,FL,33,30.35
970850,2014,IN,56,32.11
266234,2014,FL,59,871.97
679102,2014,FL,41,27.05
504783,2014,FL,46,23.74
606342,2014,FL,53,27.6
659128,2014,FL,25,20.14
568765,2014,FL,36,16.62
390194,2014,FL,50,514.67
312584,2014,FL,23,226.65
202185,2014,AZ,35,268.91
340127,2014,FL,41,243.13
270762,2014,FL,52,370.34
398036,2014,FL,57,351.0
613320,2014,FL,29,11.43
822590,2014,FL,33,26.74
693334,2014,FL,59,17.78
167570,2014,AZ,60,718.5
858012,2014,GA,35,292.83
316006,2014,FL,32,248.48
571946,2014,FL,29,15.42
109643,2014,AZ,55,387.75
669342,2014,FL,26,24.5
178170,2014,AZ,41,315.9
1030766,2014,IN,25,266.41
113320,2014,AZ,54,588.43
611617,2014,FL,52,24.85
952251,2014,IN,22,268.81
560782,2014,FL,50,23.31
429123,2014,FL,46,33.47
894971,2014,GA,0-20,23.67
39528,2014,AL,29,255.07
994541,2014,IN,48,38.05
478721,2014,FL,0-20,153.72
30558,2014,AL,39,21.0
735079,2014,FL,35,21.99
170622,2014,AZ,30,371.4
342979,2014,FL,41,232.56
303282,2014,FL,64,567.74
114273,2014,AZ,61,666.66
124137,2014,AZ,55,392.4
980100,2014,IN,58,20.19
621296,2014,FL,61,16.92
1022610,2014,IN,22,376.25
747459,2014,FL,50,329.98
647783,2014,FL,57,16.92
443902,2014,FL,35,332.39
260620,2014,FL,47,522.09
393038,2014,FL,46,282.99
501547,2014,FL,30,19.97
1002219,2014,IN,25,265.37
394310,2014,FL,38,356.55
867073,2014,GA,50,28.87
198611,2014,AZ,62,502.55
9995,2014,AK,47,999999.0
732576,2014,FL,53,11.01
214880,2014,AZ,35,296.59
897834,2014,GA,31,24.67
648356,2014,FL,21,28.28
755337,2014,FL,62,37.39
271688,2014,FL,52,776.15
924722,2014,GA,57,671.93
989429,2014,IN,54,0.0
312563,2014,FL,59,516.54
403542,2014,FL,25,305.6
564316,2014,FL,21,27.84
969876,2014,IN,53,436.5
403373,2014,FL,29,345.01
967761,2014,IN,38,499.65
749719,2014,FL,56,42.66
149702,2014,AZ,50,466.01
746958,2014,FL,45,446.06
148596,2014,AZ,48,386.4
669538,2014,FL,32,28.27
242245,2014,FL,22,99.99
13600,2014,AL,36,99.0
772749,2014,FL,40,15.99
961052,2014,IN,62,832.39
267417,2014,FL,39,372.09
109846,2014,AZ,49,469.97
557897,2014,FL,25,17.22
100128,2014,AZ,38,332.9
669492,2014,FL,55,28.66
374041,2014,FL,24,252.42
295589,2014,FL,36,345.24
446747,2014,FL,29,268.93
1015087,2014,IN,27,27.33
219346,2014,AZ,30,627.85
30358,2014,AL,57,733.86
293318,2014,FL,50,501.84
201849,2014,AZ,43,293.95
337002,2014,FL,42,253.45
461873,2014,FL,54,449.99
514336,2014,FL,48,9999.0
1000038,2014,IN,0-20,13.6
36116,2014,AL,36,328.94
757384,2014,FL,39,334.33
343567,2014,FL,0-20,124.16
589860,2014,FL,23,21.66
674044,2014,FL,43,12.1
567238,2014,FL,53,20.87
782892,2014,FL,63,15.99
515279,2014,FL,60,586.79
913317,2014,GA,44,15.45
223061,2014,AZ,47,623.74
621406,2014,FL,24,18.41
162176,2014,AZ,27,999999.0
820289,2014,FL,32,33.7
456960,2014,FL,63,725.15
664581,2014,FL,38,30.05
373720,2014,FL,47,428.46
966236,2014,IN,37,443.38
178388,2014,AZ,38,297.64
373867,2014,FL,29,359.95
624433,2014,FL,0-20,28.66
639927,2014,FL,39,10.13
493591,2014,FL,32,263.86
305171,2014,FL,43,242.67
676460,2014,FL,21,19.46
442800,2014,FL,51,620.63
367997,2014,FL,38,295.65
1041677,2014,IN,41,507.77
679101,2014,FL,40,27.05
18601,2014,AL,23,9.9
473491,2014,FL,34,296.08
925720,2014,GA,43,27.23
738474,2014,FL,40,15.77
295648,2014,FL,65 and over,841.99
488633,2014,FL,42,458.56
425756,2014,FL,39,0.0
449065,2014,FL,57,785.26
437588,2014,FL,24,310.59
32401,2014,AL,29,286.89
512356,2014,FL,24,9999.0
75544,2014,AL,64,46.84
883897,2014,GA,22,18.99
160560,2014,AZ,52,469.63
302669,2014,FL,34,362.7
529513,2014,FL,28,230.24
567212,2014,FL,48,20.52
248332,2014,FL,37,16.8
195769,2014,AZ,41,236.56
245205,2014,FL,38,99.99
788307,2014,FL,50,30.35
148039,2014,AZ,43,264.51
577382,2014,FL,58,22.79
367981,2014,FL,30,269.31
431172,2014,FL,26,24.61
496474,2014,FL,63,657.39
62245,2014,AL,64,778.02
264714,2014,FL,51,591.83
679795,2014,FL,44,19.46
65567,2014,AL,0-20,252.95
835867,2014,GA,62,25.69
881868,2014,GA,63,28.49
1005276,2014,IN,37,389.55
809859,2014,FL,Family Option,27.75
790287,2014,FL,52,48.94
913237,2014,GA,28,14.33
734284,2014,FL,61,11.01
937712,2014,GA,58,615.0
461661,2014,FL,26,241.97
887085,2014,GA,33,1033.0
70948,2014,AL,32,350.0
977709,2014,IN,36,299.52
656683,2014,FL,45,10.93
1023341,2014,IN,36,26.24
587362,2014,FL,30,15.64
563508,2014,FL,43,16.62
119095,2014,AZ,59,712.02
770412,2014,FL,49,15.99
875417,2014,GA,36,26.58
942302,2014,GA,56,439.0
518875,2014,FL,64,868.89
455944,2014,FL,59,649.12
229346,2014,AZ,39,11.6
232868,2014,FL,52,99.0
793750,2014,FL,65 and over,24.06
709127,2014,FL,30,337.14
479463,2014,FL,26,328.68
305705,2014,FL,34,282.6
1005272,2014,IN,36,220.0
776825,2014,FL,22,21.99
617523,2014,FL,61,34.39
1040499,2014,IN,43,537.0
445787,2014,FL,61,933.19
24435,2014,AL,61,14.53
69437,2014,AL,22,236.26
285218,2014,FL,48,400.16
193385,2014,AZ,43,315.39
230822,2014,AZ,62,26.66
496180,2014,FL,45,302.67
187317,2014,AZ,30,232.68
980015,2014,IN,58,958.38
36638,2014,AL,49,473.91
496105,2014,FL,62,779.73
111635,2014,AZ,39,256.98
1042643,2014,IN,61,965.91
896432,2014,GA,55,22.03
622412,2014,FL,21,9.06
238374,2014,FL,61,99.0
157898,2014,AZ,58,30.81
857848,2014,GA,55,766.83
33368,2014,AL,39,340.39
276245,2014,FL,48,481.25
503318,2014,FL,53,19.97
638706,2014,FL,26,17.98
223583,2014,AZ,45,420.52
554463,2014,FL,28,17.51
692440,2014,FL,39,20.24
983977,2014,IN,64,884.2
858560,2014,GA,31,370.5
746796,2014,FL,59,836.29
928067,2014,GA,44,44.87
821809,2014,FL,34,32.88
660171,2014,FL,41,13.45
698841,2014,FL,43,347.81
740880,2014,FL,21,21.99
969980,2014,IN,26,281.78
582501,2014,FL,24,21.66
964182,2014,IN,32,414.26
250197,2014,FL,65 and over,933.77
142290,2014,AZ,61,1091.02
31998,2014,AL,61,818.02
226533,2014,AZ,58,17.04
137393,2014,AZ,0-20,136.76
191842,2014,AZ,26,212.62
470086,2014,FL,33,230.62
380039,2014,FL,33,344.88
1010754,2014,IN,55,715.27
880647,2014,GA,29,44.67
282825,2014,FL,48,408.82
898489,2014,GA,42,36.96
523929,2014,FL,61,40.0
460133,2014,FL,62,526.13
30367,2014,AL,58,741.75
368761,2014,FL,52,646.49
109993,2014,AZ,33,241.43
543927,2014,FL,37,24.39
19877,2014,AL,57,8.34
1030292,2014,IN,59,822.56
415539,2014,FL,50,0.0
433376,2014,FL,62,874.25
877822,2014,GA,42,39.15
357790,2014,FL,40,302.68
705289,2014,FL,45,253.21
700517,2014,FL,56,476.84
638493,2014,FL,58,16.74
753726,2014,FL,61,37.39
746025,2014,FL,42,318.51
791026,2014,FL,55,48.94
968632,2014,IN,60,1095.02
218403,2014,AZ,64,1589.66
116634,2014,AZ,27,263.87
624498,2014,FL,52,25.74
874080,2014,GA,57,25.36
999232,2014,IN,42,99.99
430407,2014,FL,23,0.0
264526,2014,FL,34,351.46
172689,2014,AZ,49,394.02
553516,2014,FL,23,23.01
908792,2014,GA,59,23.91
1046957,2014,IN,54,737.35
350502,2014,FL,30,269.98
1014181,2014,IN,49,612.29
774094,2014,FL,51,17.99
209215,2014,AZ,45,382.6
969285,2014,IN,39,471.66
206455,2014,AZ,45,346.24
338924,2014,FL,37,278.93
632714,2014,FL,0-20,34.39
593098,2014,FL,57,38.03
368647,2014,FL,41,365.39
305673,2014,FL,64,776.44
173141,2014,AZ,47,308.0
660058,2014,FL,30,18.34
738894,2014,FL,62,15.77
190267,2014,AZ,46,272.99
367768,2014,FL,61,646.27
824196,2014,FL,29,33.15
757190,2014,FL,29,368.15
649557,2014,FL,24,28.78
450359,2014,FL,40,300.04
674515,2014,FL,54,17.78
932771,2014,GA,36,378.0
917023,2014,GA,30,36.0
394602,2014,FL,46,387.05
642960,2014,FL,37,18.41
729216,2014,FL,61,464.54
841948,2014,GA,25,163.08
1013896,2014,IN,28,390.37
1022908,2014,IN,47,25.47
972530,2014,IN,25,209.29
160749,2014,AZ,57,586.32
740760,2014,FL,55,21.99
64350,2014,AL,38,329.94
996115,2014,IN,58,27.33
967809,2014,IN,46,601.5
355725,2014,FL,0-20,140.92
1043582,2014,IN,28,423.96
32970,2014,AL,51,517.34
755162,2014,FL,25,27.36
399049,2014,FL,58,788.0
771054,2014,FL,47,10.99
1023936,2014,IN,37,469.82
172982,2014,AZ,61,552.9
796479,2014,FL,34,24.25
426218,2014,FL,51,0.0
559769,2014,FL,31,19.28
194756,2014,AZ,64,622.41
970639,2014,IN,0-20,135.18
392888,2014,FL,63,899.47
354159,2014,FL,65 and over,593.03
313220,2014,FL,65 and over,700.0
511267,2014,FL,44,32.78
423384,2014,FL,65 and over,39.57
634373,2014,FL,22,10.76
731849,2014,FL,0-20,13.98
151222,2014,AZ,52,511.06
890332,2014,GA,44,1044.0
228475,2014,AZ,63,27.2
665232,2014,FL,41,28.78
102182,2014,AZ,34,211.09
890958,2014,GA,63,1063.0
567337,2014,FL,27,13.88
567486,2014,FL,57,22.66
285375,2014,FL,35,277.24
766825,2014,FL,50,15.99
570730,2014,FL,61,36.55
846287,2014,GA,33,283.97
450283,2014,FL,56,506.28
697512,2014,FL,51,495.54
1019311,2014,IN,41,360.54
428340,2014,FL,40,24.61
239746,2014,FL,53,99.99
548674,2014,FL,0-20,27.21
537145,2014,FL,60,32.98
744323,2014,FL,24,245.19
804998,2014,FL,43,48.94
314926,2014,FL,44,288.76
723003,2014,FL,58,598.03
626773,2014,FL,40,21.58
982873,2014,IN,64,924.47
170139,2014,AZ,53,634.21
110199,2014,AZ,28,263.97
902113,2014,GA,57,34.0
225533,2014,AZ,64,18.15
209994,2014,AZ,56,571.86
104907,2014,AZ,27,252.83
589003,2014,FL,36,16.71
891824,2014,GA,49,1049.0
158396,2014,AZ,50,31.01
880696,2014,GA,53,25.36
793616,2014,FL,23,30.11
345757,2014,FL,50,400.35
115307,2014,AZ,37,378.45
522991,2014,FL,52,603.01
403552,2014,FL,28,337.49
216820,2014,AZ,60,697.53
50286,2014,AL,64,1097.16
178175,2014,AZ,42,260.11
821843,2014,FL,22,26.74
381169,2014,FL,46,257.3
508048,2014,FL,45,33.42
665491,2014,FL,33,9.06
801147,2014,FL,56,49.34
297519,2014,FL,35,415.04
190017,2014,AZ,29,201.27
817518,2014,FL,21,33.97
144094,2014,AZ,54,625.39
882612,2014,GA,25,9.37
179521,2014,AZ,35,329.01
49627,2014,AL,37,376.05
172996,2014,AZ,64,673.56
257107,2014,FL,49,525.01
752230,2014,FL,37,25.1
996611,2014,IN,48,28.13
792945,2014,FL,42,29.68
422882,2014,FL,48,0.0
412461,2014,FL,33,24.61
529556,2014,FL,25,225.06
62780,2014,AL,60,870.05
605804,2014,FL,21,27.6
892183,2014,GA,47,1047.0
984579,2014,IN,22,206.0
249492,2014,FL,47,485.74
484107,2014,FL,24,278.28
1001713,2014,IN,29,317.09
278033,2014,FL,43,474.9
40399,2014,AL,65 and over,717.89
198109,2014,AZ,28,216.72
916118,2014,GA,45,27.6
954303,2014,IN,28,199.64
607288,2014,FL,33,27.6
911633,2014,GA,29,14.22
396705,2014,FL,60,457.0
158376,2014,AZ,30,31.01
912148,2014,GA,40,15.58
771729,2014,FL,32,10.99
721587,2014,FL,38,441.42
140438,2014,AZ,32,0.0
121327,2014,AZ,45,297.64
